primaryID,secondaryID
Q2155237,Q25581649
Q2200407,Q12767475
Q2200407,Q13168746
Q2200407,Q16059655
Q2200407,Q23749471
Q2200407,Q25521778
Q2200407,Q25534007
Q2412969,Q18394100
Q2426326,Q25444105
Q2656940,Q12137591
Q3072135,Q24577882
Q3482890,Q103866354
Q4139912,Q9268714
Q4139912,Q25532923
Q11996855,Q11498917
Q11996855,Q12146757
Q11996855,Q82154252
Q11996855,Q108940660
Q17623309,Q85975812
Q27032301,Q27280966
Q27122704,Q27902943
Q27902941,Q112176564
Q8386,Q16328898
Q8386,Q24700923
Q8386,Q34436149
Q12870,Q12830278
Q12870,Q13168207
Q12870,Q21700898
Q131207,Q12367505
Q131207,Q16511989
Q131207,Q31284233
Q146505,Q19672187
Q146505,Q25527463
Q251106,Q12547956
Q289773,Q16665375
Q422870,Q5999408
Q422870,Q10282679
Q902638,Q22812295
Q902638,Q103858454
Q910212,Q12244933
Q910212,Q16137139
Q910212,Q114049645
Q1762193,Q12825752
Q2649417,Q3860034
Q3361209,Q6136447
Q3502656,Q1227378
Q3502656,Q2390921
Q3502656,Q7170397
Q3502656,Q16101799
Q3552432,Q9367075
Q3609421,Q113461271
Q3639306,Q27106004
Q3706669,Q16175974
Q3706669,Q20578270
Q3706669,Q25585678
Q3733839,Q5404834
Q3992411,Q5260813
Q4006488,Q30315117
Q4006488,Q86010331
Q4115289,Q12416863
Q4138095,Q15726003
Q4138111,Q9376264
Q4138111,Q11129379
Q4138121,Q11855139
Q4348178,Q65167542
Q4413415,Q6123370
Q4456134,Q31190307
Q5581328,Q4143035
Q16543465,Q103858186
Q27430123,Q28852436
Q27430123,Q28852698
Q48767930,Q905126
Q97453522,Q21099568
Q143746,Q25519237
Q185082,Q12825749
Q185082,Q13170894
Q185082,Q18235354
Q185082,Q23925142
Q248262,Q12106019
Q280159,Q2219506
Q280159,Q6138281
Q857162,Q904138
Q4673299,Q30895823
Q4673299,Q81983876
Q4690888,Q16527336
Q5037853,Q9696502
